Course code,Weighted Mean,Keywords
CY58003,37.355555555555554,"It is difficult to classify a seminar into a specific category without more information about the content and focus of the seminar. Seminars can cover a wide range of topics and can be applicable to multiple categories such as Tech, Consult, Core, ML, Software, Business, Entrepreneurship, Language, Environment, etc."
EX49008,37.333333333333336,Core
GG20204,37.333333333333336,"Core, Science"
AR20205,37.21666666666666,"Tech, Core, Software, Mathematics, Optimization"
MA41010,36.56,"Mathematics, Optimization"
EP60020,36.448888888888895,
BT57003,36.44444444444444,Core
IE39002,36.40444444444445,Core
IE48001,36.38333333333333,Core
AE31007,36.33111111111111,Core
NA31001,36.32222222222222,"Core, Tech, Environment"
IM60059,36.284444444444446,
MA41031,36.25977777777778,Core
BT69007,36.22222222222222,
PH39008,36.04333333333334,Core
AG58001,36.0,Language
BT58001,35.77777777777778,Language
EE69019,35.76666666666667,
AR33206,35.72777777777778,Core
NA21004,35.6362962962963,Core
IE30002,35.62777777777778,Tech
MT41019,35.605555555555554,Core
AG31005,35.449629629629634,Core
MM72335,35.33333333333333,
EC39003,35.21333333333334,Core
CY49008,35.19259259259259,"Core, Science, Chemistry, Lab"
AR20207,35.16,Environment
EX49002,35.111111111111114,Core
EC29008,34.78,"Tech, Core"
AT60201,34.66666666666667,
EP60004,34.6362962962963,
CY29201,34.61,Core
EX57007,34.22222222222222,"Tech, Core, Software"
BT47007,34.12555555555556,Core
CE60022,34.0,
MI47004,34.0,"Tech, Core, Software"
IM60203,34.0,
GG31004,33.92333333333333,Core
GG49005,33.69111111111111,Core
BT41012,33.55555555555556,"Tech, Core"
CE69013,33.55555555555556,
MI60035,33.08,
HS40078,33.065185185185186,Business
PH38002,33.04666666666667,Core
GG39001,32.93333333333333,"Core, Environment"
GG39209,32.888888888888886,Core
MT48003,32.85777777777778,"Tech, Software, Core."
NA61001,32.82222222222222,
EE30012,32.684444444444445,Core
AR52001,32.55555555555556,"Core, Business"
EC21008,32.516666666666666,Core
BT60004,32.44444444444444,
KS20203,32.379259259259264,Language
EC31003,32.23222222222222,Core
MT48001,32.22222222222222,Core
AG31026,31.866666666666667,"Core, Business, Environment"
EX41002,31.77777777777777,Core
GG31003,31.77777777777777,Core
CS60059,31.706666666666667,
BT60003,31.555555555555557,
PH21203,31.55333333333333,Core
GG41005,31.45111111111111,"Core, Environment"
IE49002,31.32444444444444,"Tech, Core"
CS61064,31.323703703703703,
MA41007,31.236666666666668,Core
CH61011,31.18,
IE39001,31.122222222222224,Core
GG41011,31.043333333333333,"Tech, Core"
CE69008,30.88888888888889,
GG21211,30.88888888888889,Core
CY21203,30.66333333333333,Core
GG31006,30.622222222222224,"Core, Environment"
IM60051,30.613333333333333,
NA31004,30.42074074074074,"Tech, Core, Software, Mathematics"
GG30002,30.24,Core (as it is a fundamental course in geology and petroleum engineering)
CY58010,30.2362962962963,Language
BM60023,29.99611111111111,
IM48003,29.857777777777777,"Tech, Core, Software"
IE31001,29.613333333333333,Core
ME39007,29.58555555555556,Core
CE60028,29.55555555555556,
CD66001,29.22,
MI59003,29.11111111111111,Core
GG20206,28.88888888888889,Core
GG41007,28.694444444444446,"Core, Mathematics, Environment"
MT57003,28.666666666666668,Core
EE30024,28.42740740740741,"Tech, Core"
GG38002,28.41111111111111,Environment
EC60011,28.282222222222224,
NA47004,28.222222222222225,Core
CE41028,28.222222222222225,Core
CS60077,28.044444444444444,
IM47004,28.0,Core
NA47005,27.946666666666665,Core
CY21205,27.915555555555557,Core
BM40006,27.846666666666664,"Core, Business"
GG49001,27.751851851851853,Environment
PH20003,27.70777777777778,Core
ME60105,27.635555555555555,
BT47006,27.55555555555556,"Core, Software, Mathematics"
MI49001,27.55555555555556,"Tech, Core"
EP60018,27.49222222222222,
MT58001,27.333333333333336,Language
EE21101,27.23777777777778,"Tech, Core"
ME31007,27.14888888888889,Core
CS60038,27.116666666666667,
GG40013,27.01666666666667,Core
EP67005,26.888888888888893,
EE29001,26.81888888888889,Core
CY39004,26.71777777777778,Core
GG39008,26.674444444444447,Core.
ME21008,26.47222222222222,Core
MT60006,26.444444444444443,
HS30073,26.392000000000003,Environment
EE29004,26.29703703703704,"Core, Tech"
GG60201,26.0,
GG52022,25.97888888888889,"Core, Environment"
CY69101,25.9,
IM60054,25.77777777777778,
ME31013,25.75777777777778,Core
ME60231,25.605555555555554,
ME60353,25.433333333333334,
IM60068,25.33333333333333,
BM59001,25.29111111111111,"Core, Mathematics, Optimization"
CS60045,25.28888888888889,
AR52006,25.27888888888889,Environment
IM60205,25.11111111111111,
MT41011,25.06888888888889,Core
AI61009,24.753703703703703,
ME39013,24.624444444444443,"Tech, Core"
EX38002,24.608888888888885,Environment
CE60135,24.54555555555556,
EE60062,24.444444444444446,
AG66001,24.444444444444446,
RX60019,24.43968253968254,
CS60025,24.297777777777775,
MM40003,24.20111111111111,"Core, Science, Health"
EX39006,24.153333333333336,Core
HS30074,24.134444444444448,Core
HS20016,24.101111111111116,Environment/Humanities
MI45008,24.0,Core
CS61063,23.689629629629632,
NT70002,23.62555555555556,
CY31010,23.565555555555555,Core
EX30008,23.557777777777776,Core
MA60259,23.52148148148148,
RX60017,23.221944444444443,
AG60203,23.111111111111107,
PH60305,23.111111111111107,
HS30062,22.978888888888893,Business
ME69035,22.88888888888889,
CS60016,22.884444444444444,
CE69023,22.862222222222226,
MT41007,22.666666666666664,Core
CE60213,22.666666666666664,
MI58001,22.666666666666664,Core
HS20001,22.56907407407408,Business
CH31001,22.46888888888889,Core
CS60050,22.44555555555556,
EP60201,22.423333333333336,
CE60021,22.378888888888888,
GG39009,22.30962962962963,"Core, Environment"
CS60092,22.23833333333333,
EE47008,22.22222222222222,"Core, Software, Mathematics"
CS29003,22.037777777777777,"Tech, Core, Software"
CS21003,21.85333333333333,Core
GG41001,21.83407407407407,"Core, Environment"
PH60035,21.77777777777777,
GG30203,21.77777777777777,Core
CY39001,21.71555555555556,Core
EX49001,21.59777777777778,Core
PH58036,21.555555555555557,Core
ME29701,21.52888888888889,Core
GG31005,21.44296296296297,Core
BM51001,21.44,Business
AE51007,21.33333333333333,"Core, Tech, Environment"
MT60005,21.33333333333333,
EC69202,21.33333333333333,
CY38002,21.305555555555557,"Sorry, I cannot classify the engineering course ""VIVA"" without more information. Please provide more details about the course."
EX31006,21.276666666666664,Core
EE21004,21.214074074074077,Core
EE47009,21.092222222222222,Core
CY39003,21.037777777777777,Core
IM61026,20.88888888888889,
IM21003,20.816666666666663,Core
CE60023,20.80333333333333,
ME21101,20.73925925925926,Core
HS50017,20.666666666666668,Business
MT61141,20.666666666666668,
MI62001,20.666666666666668,
AT60006,20.572222222222223,
RX60021,20.351333333333333,
NA60038,20.30222222222222,
EC60202,20.22222222222222,
MA21007,20.067407407407405,"Core, Software"
CY61044,20.05,
EC60204,20.0,
ME60401,20.0,
ME20001,19.927777777777777,Core
CE31302,19.797777777777775,"Tech, Core, Environment"
EC60291,19.78777777777778,
MA61061,19.60111111111111,
EC69205,19.555555555555557,
MA71003,19.544444444444444,
GG31009,18.89555555555556,"Core, Mathematics"
EP60040,18.81,
ES60011,18.76148148148148,
AT60002,18.711111111111112,
AG47006,18.666666666666668,"Core, Software, Mathematics"
EC31001,18.56,Core
EC29004,18.45777777777778,Core
PH61009,18.13,
HS20002,17.79126984126984,"None of the above. This is a course in psychology, not engineering."
AE61004,17.77777777777778,
EP61201,17.77777777777778,
MA20107,17.765555555555554,Mathematics
IE47007,17.72111111111111,Core
ME60416,17.666666666666668,
AI61004,17.635555555555555,
CE29002,17.58777777777778,Core
BT41014,17.555555555555557,Core
ME60012,17.552592592592593,
EG30002,17.497222222222224,Core
CS60065,17.468888888888888,
EC21006,17.44,Core
CE48004,17.333333333333336,Core
ME60405,17.333333333333336,
CS29002,17.286666666666665,Core
AE40019,17.198888888888888,"Tech, Core"
CS21002,17.185555555555556,Core
EC21004,17.062222222222225,Core
MI60036,16.666666666666668,
ME60014,16.666666666666668,
AE51005,16.508888888888887,"Tech, Core"
CS60075,16.451428571428572,
MI60026,16.444444444444443,
CS60081,16.385555555555555,
ME60133,16.166666666666664,
ES60004,16.15037037037037,
CE61003,16.0,
AE60006,16.0,
AE48002,16.0,Language
MA51005,15.94611111111111,"Core, Mathematics"
EX49003,15.79888888888889,Core
CE60012,15.777777777777777,
MA61001,15.777777777777777,
CE21004,15.698888888888888,Core
GG29005,15.672592592592594,Environment
EC29005,15.65111111111111,Core
EE60038,15.555555555555555,
AE51018,15.555555555555555,"Tech, Core"
CH61016,15.555555555555555,
CE21005,15.5,Core
HS30001,15.478730158730158,Social Sciences
CY21201,15.45,Core
CY49001,15.416111111111112,Core
CS29006,15.34777777777778,"Tech, Software"
EE69001,15.333333333333334,
CE69019,15.333333333333334,
CS20006,15.318888888888887,"Software, Core."
EC61405,15.302222222222222,
CE60014,14.88888888888889,
EC21005,14.87777777777778,Core
MT41037,14.756666666666666,Core
CH62010,14.666666666666666,
CE47006,14.666666666666666,Core
CE58003,14.666666666666666,It is not possible to classify a seminar into a specific engineering course category as it can cover a wide range of topics and may not necessarily be related to engineering.
CS60064,14.534444444444444,
CE31216,14.473333333333333,Core
CE69007,14.444444444444445,
RX61002,14.370277777777776,
CS21004,14.323333333333334,Language
CY41009,14.322222222222225,Core
EP67004,14.28,
CY41005,14.241666666666667,Core
EX41001,14.158888888888889,Core
ME60017,14.111111111111112,
HS30054,13.98,Environment
CS61061,13.942888888888891,
IE57201,13.77777777777778,Core
BM40004,13.618703703703703,Business
MS41004,13.55888888888889,Tech
MI60016,13.555555555555555,
BT48026,13.555555555555555,Language
CE60132,13.555555555555555,
CE42002,13.555555555555555,Core
MT60007,13.48111111111111,
CH29006,13.394444444444444,Core
EX50002,13.333333333333332,Core
ME60408,13.333333333333332,
MT60008,13.333333333333332,
CH29008,13.31777777777778,"Tech, Core, Software"
MA20013,13.246666666666666,Mathematics
CY60004,13.216296296296298,
HS40072,13.131555555555554,Social Science/Humanities
PH61010,13.11111111111111,
CH31009,13.044444444444444,Core
MI29201,13.04,Core
HS20014,12.97111111111111,Environment
CY41011,12.922777777777778,Core
HS70006,12.88888888888889,
CE42006,12.88888888888889,Core
HS51604,12.733333333333334,Language
GG20005,12.696296296296296,Environment
EC60297,12.668888888888889,
MM61207,12.666666666666666,
MA61031,12.666666666666666,
GG31201,12.666666666666666,"Core, Tech"
EC21107,12.660000000000002,Core
ME61201,12.605555555555556,
EE29002,12.52777777777778,Core
PH60411,12.444444444444445,
CH31007,12.408888888888889,Core
CH21004,12.374444444444446,Core
CH21008,12.32,Core
CY41007,12.262222222222222,Mathematics
ET60023,12.213333333333331,
EX30004,12.12888888888889,Core
AT60001,12.116296296296296,
CH31011,12.021111111111113,"Tech, Core"
MI60242,12.0,
IE58101,12.0,Core
GG20007,11.946666666666667,Core
EE21002,11.87,Core
GG40002,11.816666666666668,"Core, Tech"
CH61017,11.805555555555554,
MA39011,11.784444444444446,"Tech, Software"
CH48014,11.77777777777778,Core
CH62052,11.77777777777778,
MI29002,11.754444444444443,Core
EX41003,11.708148148148148,Core
CH42006,11.664444444444444,"Tech, Core"
CE29006,11.588888888888889,"Core, Environment"
MA60002,11.491555555555555,
MS31007,11.391481481481485,Core
EX40009,11.384444444444444,"Core, Tech"
CS60083,11.333333333333332,
MI61003,11.33222222222222,
MA31011,11.242222222222225,Software
MI39013,11.24111111111111,"Tech, Core"
CS60021,11.168888888888889,
PH60033,11.11111111111111,
PE69003,11.11111111111111,
CE60061,11.11111111111111,
ME60413,11.11111111111111,
TE60001,11.06,
CE21003,11.04888888888889,Core
NA60014,10.947777777777777,
AR51013,10.888888888888888,Environment
MA61027,10.85777777777778,
HS29201,10.823333333333334,"ML, Software"
CE41601,10.75925925925926,Environment
EC60309,10.705555555555556,
NA40020,10.705555555555556,"Tech, Core"
CH20001,10.683333333333334,Core
PE69001,10.666666666666666,
PE60003,10.666666666666666,
CH21103,10.642962962962963,Core
MI31001,10.624444444444444,"Core, Environment"
MI39011,10.54,Core
HS21205,10.54,Business
MI21002,10.502222222222224,Core
CE31005,10.477777777777778,"Core, Environment"
PH60116,10.444444444444445,
CS60027,10.41222222222222,
MI60041,10.403333333333334,
CS21001,10.353333333333332,"Core, Mathematics"
MI30013,10.338888888888889,Core
HS30079,10.286666666666669,"Business, Entrepreneurship"
ME60111,10.272222222222222,
EC60501,10.223333333333333,
PE40002,10.22222222222222,Core
PE60002,10.22222222222222,
CS43004,10.22222222222222,"Tech, Core, Software"
PE57001,10.22222222222222,"Tech, Core, Software"
PH61007,10.19111111111111,
CE29003,10.173333333333334,"Tech, Core"
CE31003,10.15222222222222,Core
MI31005,10.062222222222225,"Core, Tech"
MI31007,10.061111111111112,"Core, Mathematics, Optimization"
HS30097,10.015555555555556,Business
IM60004,10.0,
CS60023,10.0,
CE60125,10.0,
EE60032,9.975555555555555,
IM60213,9.90962962962963,
MT41023,9.806666666666668,Core
EE60045,9.777777777777777,
CY60103,9.777777777777777,
MI31003,9.755555555555556,"Tech, Core"
AT60004,9.702222222222224,
EC60101,9.652222222222225,
AE40030,9.648888888888887,"Tech, Core"
MA31005,9.615555555555556,Mathematics
GG29009,9.584444444444443,"Core, Environment"
HS40091,9.555555555555555,Core
PH60303,9.53111111111111,
CE20101,9.523333333333332,"Core, Engineering"
MI29007,9.486666666666668,Core
CE20006,9.463333333333336,"Core, Environment"
AE40018,9.457777777777778,Core
CE20103,9.455555555555556,Core
IP60162,9.425925925925926,
EC60307,9.333333333333334,
MI60227,9.333333333333334,
RX60011,9.32911111111111,
CH62009,9.317037037037036,
AE40009,9.272222222222224,"Tech, Core"
MI20101,9.18888888888889,"Core, Environment"
IP60017,9.188333333333334,
CE20105,9.146666666666668,Core
MA31009,9.14,Core
IM29008,9.093333333333334,Core
ET60012,9.068148148148149,
IM31007,9.005555555555556,Core
CY60101,8.978518518518518,
HS30036,8.91925925925926,Language
MI49003,8.9,Environment
HS30087,8.894444444444446,Business
PH60406,8.88888888888889,
SE66001,8.88888888888889,
AG29004,8.871111111111112,Core
HS60005,8.833111111111112,
HS20009,8.82777777777778,Business
HS30085,8.811111111111112,Business
IM29006,8.692222222222222,"Core, Mathematics, Optimization"
MA31020,8.67925925925926,"ML, Software"
IM21001,8.673333333333334,Business
HS21203,8.667777777777777,Business
MT47002,8.666666666666668,Core
CR61023,8.666666666666668,
MA61033,8.666666666666668,
GG29007,8.593333333333334,Core
GG29002,8.59,Core
AG39001,8.49777777777778,Core
IM21008,8.467777777777778,Core
ME60085,8.444444444444445,
EC69209,8.444444444444445,
MA41108,8.444444444444445,Core
MA32010,8.444444444444445,"Tech, Core, Software"
AG48002,8.444444444444445,Language
GG39003,8.433333333333334,"Core, Environment"
HS30057,8.432,Business
HS20006,8.424444444444445,Business
MI21007,8.41888888888889,Core
AE29002,8.36888888888889,"Tech, Core"
AG31001,8.362222222222222,"Tech, Core"
MA20105,8.356666666666666,Core
IM31008,8.32,Business
RT30019,8.308611111111112,Tech
AE31001,8.29888888888889,Core
BM60112,8.285555555555558,
CE39009,8.285185185185187,"Core, Environment"
AG31007,8.23777777777778,Core
EC61205,8.222222222222221,
MM40005,8.222222222222221,"Tech, Core, ML, Software"
ME60432,8.222222222222221,
EC61213,8.222222222222221,
EC60203,8.213333333333333,
GG20107,8.066666666666666,Core
AE29004,8.012222222222224,Core
IM21006,7.9733333333333345,Core
AE40037,7.96962962962963,"Core, Mathematics"
NA60060,7.958888888888889,
HS20008,7.945555555555556,Business
ME61203,7.938888888888888,
CS60094,7.851111111111112,
EC60503,7.802222222222222,
ET60007,7.782592592592593,
CY60019,7.777777777777778,
BT60016,7.777777777777778,
CS60052,7.777777777777778,
MT21008,7.698888888888889,Core
CY60005,7.645555555555555,
PH20101,7.634814814814814,Core
AE21008,7.602222222222222,"Core, Tech"
MT29006,7.592222222222222,Core
TE61002,7.587777777777779,
EE48002,7.555555555555555,Language
WM60005,7.555555555555555,
MT41028,7.555555555555555,Core
AE21004,7.543333333333334,Core
MA30003,7.533333333333334,Core
NA31003,7.517777777777779,Core
GG21201,7.517777777777778,Environment
HS20005,7.481111111111111,Business
GG21205,7.46,Core
IM21002,7.448888888888889,"Tech, Core"
MA29005,7.421481481481481,Core
ME61003,7.355555555555555,
GG29201,7.343333333333334,Environment
CH60016,7.333333333333333,
AR13301,7.316666666666666,Core
MM61228,7.311666666666666,
AE21002,7.263333333333334,Core
RX60014,7.256944444444445,
IM22001,7.231111111111112,Software
HS30066,7.203999999999999,Core
CL60008,7.197777777777778,
MT20006,7.164444444444445,Core
EX20001,7.151111111111112,"Core, Mathematics"
AG29001,7.132222222222222,"Tech, Core"
PH29201,7.1288888888888895,Core
EP61205,7.111111111111112,
AR10301,7.040000000000001,Core
RX60012,7.035925925925927,
MT29007,7.029999999999999,Core
AR13307,7.022222222222222,Core
MA60067,7.021111111111111,
AG29003,7.02,Environment
ME21004,6.992222222222223,Core
HS30048,6.961111111111111,Language
HS20007,6.954444444444444,Business
EX20201,6.951111111111112,"Core, Mathematics"
ME60407,6.927407407407408,
AG20101,6.924444444444445,"Tech, Core, Environment"
HS20003,6.921111111111111,Core
AG20103,6.895555555555555,Environment
NA21001,6.885555555555555,"Tech, Core"
MT29005,6.8788888888888895,"Core, Engineering"
MF40201,6.837777777777778,"Tech, Core"
MT21105,6.835555555555556,Core
MT21010,6.834444444444444,Core
ME69601,6.827777777777778,
PH29203,6.826666666666666,Core
NA31005,6.791111111111112,Core
NA61005,6.777777777777779,
NA39009,6.76,Core
GG49013,6.7,Environment
CL60019,6.683333333333334,
GG49009,6.680000000000001,"Core, Environment"
BM40009,6.680000000000001,Business
CH62049,6.666666666666666,
AG66002,6.666666666666666,
MM61317,6.666666666666666,
EC69213,6.666666666666666,
EC60043,6.666666666666666,
RD61003,6.666666666666666,
EC60007,6.611851851851853,
NA29002,6.592222222222222,Core
GG21105,6.555555555555555,Core
CS60073,6.545555555555556,
CS60047,6.49,
IE47006,6.444444444444445,Core
EC61207,6.444444444444445,
BT39003,6.438888888888889,"Tech, Core, Environment"
AR13305,6.427777777777779,"Core, Software"
NA21101,6.405555555555557,Core
CH62021,6.404444444444444,
BT29002,6.379999999999999,Core
AR22006,6.355555555555556,Core
CS60029,6.333333333333333,
GG41013,6.32,"Core, Environment"
TE60003,6.297777777777776,
BT39001,6.264444444444445,Core
PE40001,6.2477777777777765,"Tech, Core"
AE21001,6.239259259259259,"Tech, Core"
AR32003,6.226666666666667,Core
MT60201,6.222222222222222,
PH60058,6.222222222222222,
EE60014,6.222222222222222,
PH60105,6.222222222222222,
PH60308,6.176296296296297,
NA31007,6.166666666666668,Core
MT21107,6.158888888888889,Core
RD30002,6.043333333333333,"Tech, Core"
NA21003,6.023333333333333,"Tech, Core"
EC60002,6.0,
ES61201,6.0,
AG69011,6.0,
IM60207,6.0,
CR61026,6.0,
HS30003,5.993333333333333,Core
EE61209,5.978888888888889,
CE60016,5.922222222222222,
AR33201,5.920000000000001,Core
HS20004,5.907222222222223,"Core, Psychology"
GG40009,5.9,"Core (specifically, core course in geological engineering or geology)"
AR23206,5.898888888888889,"Tech, Core, Software"
AR33203,5.847777777777778,"Tech, Core"
EE60098,5.84,
MT60148,5.827777777777777,
GG21109,5.817777777777778,"Core, Environment"
BT29003,5.794444444444444,Core
AR32001,5.786666666666667,"Core, Architecture"
CS60088,5.777777777777777,
ME60134,5.777777777777777,
CS60055,5.777777777777777,
EC60023,5.777777777777777,
CE60112,5.777777777777777,
BT31011,5.77,Environment
AG60127,5.743703703703704,
AR23202,5.726666666666667,Core
BT31009,5.723333333333334,Core
AR23204,5.721111111111112,Core
BT29001,5.714444444444444,Core
BT21002,5.703333333333334,Core
EC61215,5.666666666666666,
MA31007,5.647407407407408,Mathematics
PH39005,5.640000000000001,Tech
ME21103,5.632222222222223,Core
PH39003,5.611111111111112,Core
AE21003,5.605555555555556,"Tech, Core"
CD61004,5.582222222222224,
PH29008,5.581111111111111,Core
ME60073,5.581111111111111,
CH62008,5.555555555555555,
EC60296,5.555555555555555,
EP61203,5.555555555555555,
MT60150,5.555555555555555,
MT48002,5.555555555555555,Core
EE60020,5.555555555555555,
MS60030,5.555555555555555,
GG40241,5.555555555555555,"Core, Environment"
AG61693,5.555555555555555,
PH21004,5.535555555555556,Core
CH62001,5.534444444444444,
PH31007,5.528888888888888,Core
CE60115,5.497777777777777,
AR23205,5.485555555555555,"Art, Language"
BT20103,5.463333333333333,"Core, Science"
PE60001,5.423333333333333,
RD30005,5.415079365079365,"Entrepreneurship, Business, Environment"
AR22005,5.412222222222222,Core
AT60008,5.402222222222222,
AR23203,5.383333333333333,Core
AR23201,5.38111111111111,Core
AR22003,5.338888888888889,Environment
AG69008,5.333333333333333,
IM48002,5.333333333333333,Language
MS60032,5.333333333333333,
CH62007,5.312222222222222,
HS30034,5.291851851851852,Business
HS40093,5.282222222222223,Business
AR32008,5.265555555555556,"Tech, Core, Environment"
BT21105,5.246666666666667,"Tech, Core"
NA60045,5.2407407407407405,
BT21101,5.205555555555556,Core
MM61511,5.191111111111111,
HS30041,5.173333333333334,Language
CE41629,5.165555555555556,Core
AR22001,5.153333333333334,"Tech, Core"
EC60004,5.151111111111111,
HS60084,5.148148148148148,
AR13204,5.141111111111111,Core
NA60052,5.13,
PH31003,5.114444444444445,Core
CE60124,5.111111111111111,
EC60294,5.111111111111111,
AG60302,5.111111111111111,
BS60005,5.108888888888889,
MT21104,5.075555555555555,ML (Machine Learning)
PH40027,5.062222222222222,Core
PH31011,5.051111111111111,"Core, Mathematics"
GG31007,5.024444444444445,Core
GG20002,5.002222222222223,Core
AR12002,4.988888888888889,Core
AR22007,4.988888888888889,Environment
MA41101,4.975555555555556,Core
PH41015,4.908888888888889,Core
HS30068,4.893333333333333,Core
ET60003,4.891851851851852,
ES61209,4.888888888888888,
AR22004,4.880000000000001,"Core, Environment"
PH31013,4.877777777777778,Core
IE47003,4.8677777777777775,"Tech, Core, Software"
AE40034,4.8677777777777775,"Tech, Core"
NA60048,4.857777777777778,
PH21201,4.831111111111111,"Core, Mathematics"
AR13202,4.826666666666666,Core
ME60310,4.825555555555555,
MA41024,4.822222222222222,Core
PH29001,4.807777777777778,Core
ME60033,4.7988888888888885,
AE61007,4.751111111111111,
GG29203,4.718888888888889,"Core, Science, Laboratory"
CE41627,4.67,Core
MA40205,4.666666666666667,Core
EE61203,4.645555555555555,
AE51019,4.628888888888889,"Tech, Core"
PH20007,4.601111111111111,Core
AG60062,4.594444444444445,
AR13201,4.592222222222222,Core
PH49005,4.591111111111111,Core
GG39007,4.556666666666667,"Core, Environment"
GG28002,4.545555555555556,Environment
GG21103,4.542222222222223,"Core, Science, Environment"
GG29003,4.538888888888889,"Core, Science, Environment"
PH41011,4.483333333333333,"Core, Mathematics"
EC69021,4.444444444444445,
GG30207,4.444444444444445,"Core, Environment"
MM61513,4.444444444444445,
CS66010,4.44,
PH41013,4.414444444444444,Core
PH60034,4.413333333333334,
HS31076,4.396111111111111,Language
EE60094,4.383333333333334,
CE60013,4.376666666666667,
PH49007,4.351111111111111,Core
AE51003,4.305185185185185,Core
HS60044,4.301666666666667,
MA60053,4.222222222222222,
PH40008,4.222222222222222,"Core, Mathematics"
PH60109,4.222222222222222,
AR13203,4.21111111111111,Core
PH60309,4.201111111111111,
EX41005,4.17111111111111,Environment
MI60037,4.12,
NA60021,4.111111111111112,
GG21203,4.1,"Core, Science, Environment"
CY29004,4.08,Core
PH21001,4.0777777777777775,Core
CE41603,4.0600000000000005,Environment
EE60082,4.06,
TE61003,4.0488888888888885,
PH31009,4.035555555555556,Core
EE69003,4.0,
MM77320,4.0,
EE60031,4.0,
CS60111,4.0,
AT60203,4.0,
MM61316,4.0,
EC61066,4.0,
MT41025,4.0,Core
MT60139,4.0,
TE67001,4.0,
MM60003,4.0,
AE40007,4.0,"Tech, Core"
CY29002,3.965555555555556,Core
AR13205,3.954444444444445,"Core, Software"
CS60004,3.885555555555556,
MA49015,3.8659259259259255,"Tech, Software"
IM60006,3.861111111111112,
BS60003,3.860555555555556,
ET60002,3.8577777777777778,
IM61003,3.857037037037037,
CY31007,3.84,Core
CY20102,3.805555555555556,Core
MT61151,3.786666666666666,
NA60003,3.7777777777777777,
BS61001,3.7777777777777777,
EE57301,3.7777777777777777,"Core, Software, Mathematics, Optimization"
MI60218,3.7777777777777777,
MA60265,3.7777777777777777,
AR12003,3.76,Core
CE60011,3.741111111111111,
IM61020,3.7000000000000006,
MM61501,3.67925925925926,
ME60233,3.6666666666666665,
AT60003,3.6340740740740736,
CY31003,3.6166666666666663,Core
CY21006,3.558888888888889,Core
CR60006,3.555555555555556,
CL61012,3.555555555555556,
MM61314,3.555555555555556,
CH70002,3.555555555555556,
MA60261,3.555555555555556,
CH71002,3.555555555555556,
EE60053,3.555555555555556,
PH60044,3.555555555555556,
AG60008,3.5144444444444445,
CY20105,3.5,Core
CY20106,3.49,Core
EC60021,3.4811111111111117,
ME40605,3.48,Core
GG20004,3.4655555555555555,Core
GG20003,3.442222222222222,"Core, Science"
TE30002,3.435740740740741,"Tech, Core"
HS30095,3.428888888888889,"Language, Culture"
CY49011,3.4274074074074075,Core
CY29001,3.3822222222222225,Core
EP60022,3.361111111111112,
CY20103,3.361111111111111,Core
ME49605,3.3600000000000003,Core
IM31014,3.333333333333333,"Tech, Core"
EE69011,3.333333333333333,
EE69203,3.333333333333333,
EE60006,3.333333333333333,
EC60042,3.333333333333333,
MS60058,3.333333333333333,
ES61207,3.333333333333333,
CE60207,3.333333333333333,
MI60078,3.333333333333333,
PH40023,3.3281481481481485,"Core, Mathematics"
HS60020,3.301111111111111,
AR42005,3.3,Core
CY40014,3.294814814814815,Core
MA41021,3.2466666666666666,"Tech, Software"
IM61007,3.228888888888889,
CY20101,3.21,Core
AE40033,3.2094444444444448,"Tech, Core, Mathematics"
HS30070,3.2,Language
CE31104,3.1911111111111112,Core
EE60030,3.181111111111111,
NA60022,3.171111111111111,
AT67005,3.12,
CL60201,3.111111111111111,
PH60042,3.111111111111111,
EE60003,3.111111111111111,
ID60017,3.111111111111111,
GG50011,3.08,"Core, Environment"
HS30047,3.04,Language
HS30037,3.007777777777778,Business
CR61021,3.0077777777777777,
BM63059,3.0022222222222226,
MI60031,2.96,
ET60010,2.954074074074074,
CH42014,2.914074074074074,Core
AG60209,2.908148148148148,
EE60004,2.8888888888888884,
MT60134,2.8888888888888884,
AE51026,2.8888888888888884,"Core, Tech"
AE61002,2.8888888888888884,
EE60002,2.8888888888888884,
AG60103,2.8888888888888884,
EE60036,2.8566666666666665,
ME60131,2.8566666666666665,
TE60114,2.847777777777777,
CY60013,2.832222222222222,
ES60008,2.81925925925926,
HS30075,2.7614814814814816,"Core, Business, Entrepreneurship"
MI60038,2.72,
ME60135,2.6666666666666665,
CE60105,2.6666666666666665,
HS30084,2.65,Business
EC60091,2.565555555555556,
HS20018,2.5646666666666667,Language and Heritage.
MS60009,2.562407407407408,
MM60009,2.4762962962962964,
EP67002,2.437777777777778,
HS60003,2.4233333333333333,
CS60017,2.411851851851852,
EX40003,2.41,Core
MA41005,2.3962962962962964,Tech
HS66005,2.395555555555555,
EX49005,2.36,Core
EP67003,2.36,
MA41009,2.3525925925925923,Core
IM61207,2.333333333333333,
MA61008,2.331666666666667,
MT41031,2.28,Core
EP60038,2.2666666666666666,
MA41003,2.226666666666667,Core
MT61136,2.2222222222222223,
MT41112,2.2222222222222223,"Tech, Core"
EE61201,2.2222222222222223,
MT41034,2.2222222222222223,"Tech, Core"
MT61143,2.2222222222222223,
EE69247,2.2222222222222223,
PH59010,2.2222222222222223,"Core, Mathematics"
EC60132,2.2222222222222223,
CL69203,2.2222222222222223,
EE69249,2.2222222222222223,
EC60016,2.2222222222222223,
